Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,Debt_to_Equity,Total Assets,Cash,Goodwill & Intangible,Net Income,Return_on_TangibleAssets
TRIP,"TripAdvisor, Inc.","TripAdvisor, Inc. - Common Stock",Q,N,N,100,0.05157766990291262,2468000000.0,838000000.0,838000000.0,113000000.0,0.14267676767676768
TRIV,"TriVascular Technologies, Inc.","TriVascular Technologies, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
TRMB,Trimble Navigation Limited,Trimble Navigation Limited - Common Stock,Q,N,N,100,0.5909586405899326,6640700000.0,189200000.0,4359300000.0,514300000.0,0.2458177994455597
TRMK,Trustmark Corporation,Trustmark Corporation - Common Stock,Q,N,N,100,0.03759415861068871,13584786000.0,486263000.0,387972000.0,149584000.0,0.01176849060280707
TRNS,"Transcat, Inc.","Transcat, Inc. - Common Stock",G,N,N,100,0.39360955056179775,115005000.0,920000.0,39230000.0,7145000.0,0.09545120566428428
TRNX,Tornier N.V.,Tornier N.V. - Ordinary Shares,Q,N,N,100,0.07892923110853803,47761000.0,536000.0,18497000.0,-15036843.0,-0.5234211570593149
TROV,"TrovaGene, Inc.","TrovaGene, Inc. - Common Stock",S,N,N,100,0.28951514277386653,11922463.0,9032206.0,0.0,-16461178.0,-5.695402865558322
TROVU,"TrovaGene, Inc.","TrovaGene, Inc. - Unit",S,N,N,100,0.28951514277386653,11922463.0,9032206.0,0.0,-16461178.0,-5.695402865558322
TROVW,"TrovaGene, Inc.","TrovaGene, Inc. - Warrant",S,N,N,100,0.23611828413490052,13086546.0,10195292.0,0.0,-16414159.0,-5.677176408575656
TROW,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc. - Common Stock",Q,N,N,100,0.0,9397800000.0,2213200000.0,0.0,1837500000.0,0.25575536564318124
TRS,TriMas Corporation,TriMas Corporation - Common Stock,Q,N,N,100,0.45752650817146484,1185210000.0,57940000.0,504050000.0,83300000.0,0.1336606655755592
TRST,TrustCo Bank Corp NY,TrustCo Bank Corp NY - Common Stock,Q,N,N,100,0.27619891613114184,5221322000.0,456846000.0,0.0,57840000.0,0.012139844969310372
TRTL,Terrapin 3 Acquisition Corporation,Terrapin 3 Acquisition Corporation - Class A Common Stock,S,N,N,100,0.0999999000001,99560630.0,139616.0,0.0,-544637.0,-0.00547808735887566
TRTLU,Terrapin 3 Acquisition Corporation,Terrapin 3 Acquisition Corporation - Units,S,N,N,100,0.0999999000001,99560630.0,139616.0,0.0,-544637.0,-0.00547808735887566
TRTLW,Terrapin 3 Acquisition Corporation,Terrapin 3 Acquisition Corporation - Warrants,S,N,N,100,0.0999999000001,99560630.0,139616.0,0.0,-544637.0,-0.00547808735887566
TRUE,"TrueCar, Inc.","TrueCar, Inc. - Common Stock",Q,N,N,100,0.13139569347727112,421687000.0,181534000.0,90571000.0,-54890000.0,-0.3669559171558075
TRVN,"Trevena, Inc.","Trevena, Inc. - Common Stock",Q,N,N,100,0.42655761686282334,46994000.0,32305000.0,0.0,-24871000.0,-1.6931717611818367
TSBK,"Timberland Bancorp, Inc.","Timberland Bancorp, Inc. - Common Stock",G,N,N,100,0.0,1270542000.0,118851000.0,17061000.0,24020000.0,0.021169896794549767
TSC,"TriState Capital Holdings, Inc.","TriState Capital Holdings, Inc. - Common Stock",Q,N,N,100,0.5714000589105412,7765810000.0,403855000.0,65854000.0,60193000.0,0.008250022854672653
TSCO,Tractor Supply Company,Tractor Supply Company - Common Stock,Q,N,N,100,0.41068824846550017,5289268000.0,84241000.0,124492000.0,562354000.0,0.11068794920220017
TSEM,Tower Semiconductor Ltd.,Tower Semiconductor Ltd. - Ordinary Shares,Q,N,N,100,0.0,1845991000.0,408098000.0,11759000.0,135579000.0,0.09506750417562446
TSLA,"Tesla Motors, Inc.","Tesla Motors, Inc. - Common Stock",Q,N,N,100,0.3268359020852221,34309000000.0,6268000000.0,537000000.0,-862000000.0,-0.03134089586969168
TSRA,"Tessera Technologies, Inc.","Tessera Technologies, Inc. - Common Stock",Q,N,N,100,0.021539736313664234,524533000.0,50401000.0,76963000.0,117016000.0,0.29462520992323166
TSRE,"Trade Street Residential, Inc.","Trade Street Residential, Inc. - Common Stock",G,N,N,100,0.0,0.0,0.0,0.0,0.0,
TSRI,"TSR, Inc.","TSR, Inc. - Common Stock",S,N,N,100,0.21875282568400975,12342566.0,3473282.0,0.0,-1335995.0,-0.1506316631646929
TSRO,"TESARO, Inc.","TESARO, Inc. - Common Stock",Q,N,N,100,-1.25295125084103,710840000.0,476812000.0,35897000.0,-496126000.0,-2.504030161862606
TST,"TheStreet, Inc.","TheStreet, Inc. - Common Stock",G,N,N,100,0.18456051830274353,37252424.0,24322594.0,3026239.0,18214574.0,1.8391888356455754
TSYS,"TeleCommunication Systems, Inc.","TeleCommunication Systems, Inc. - Class A Common Stock",Q,N,N,100,1.1876375308151752,348826000.0,25496000.0,118688000.0,-1731000.0,-0.008458674172457267
TTEC,"TeleTech Holdings, Inc.","TeleTech Holdings, Inc. - Common Stock",Q,N,N,100,0.39981701526416974,1376788000.0,82407000.0,417290000.0,77164000.0,0.08797718822790337
TTEK,"Tetra Tech, Inc.","Tetra Tech, Inc. - Common Stock",Q,N,N,100,0.3263636638154825,2352553000.0,110833000.0,951149000.0,158668000.0,0.12294403020058563
TTGT,"TechTarget, Inc.","TechTarget, Inc. - Common Stock",G,N,N,100,0.15504311838431917,221608000.0,52487000.0,94349000.0,16875000.0,0.22568608570052962
TTHI,"Transition Therapeutics, Inc.","Transition Therapeutics, Inc. - Ordinary Shares (Canada)",G,N,N,100,0.0,0.0,0.0,0.0,0.0,
TTMI,"TTM Technologies, Inc.","TTM Technologies, Inc. - Common Stock",Q,N,N,100,1.1539439437639412,3560933000.0,400154000.0,1106799000.0,41301000.0,0.020107790728244677
TTOO,"T2 Biosystems, Inc.","T2 Biosystems, Inc. - Common Stock",G,N,N,100,-1.3167181296868107,28486000.0,11033000.0,0.0,-59006000.0,-3.3808514295536582
TTPH,"Tetraphase Pharmaceuticals, Inc.","Tetraphase Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,0.21560840851210775,36385000.0,21239000.0,4259000.0,-70085000.0,-6.43749425920823
TTS,"Tile Shop Hldgs, Inc.","Tile Shop Hldgs, Inc. - Common Stock",Q,N,N,100,0.6874995225326397,399814000.0,9104000.0,0.0,-4463000.0,-0.011422794399938574
TTWO,Take,"Take-Two Interactive Software, Inc. - Common Stock",Q,N,N,100,0.07306637913269373,4879633000.0,1284861000.0,448411000.0,333837000.0,0.10610257373518168
TUBE,"TubeMogul, Inc.","TubeMogul, Inc. - Common Stock",Q,N,N,100,0.11898657819333434,294319000.0,84114000.0,0.0,-13731000.0,-0.06532194762255893
TUES,Tuesday Morning Corp.,Tuesday Morning Corp. - Common Stock,Q,N,N,100,2.336405045766661,762701000.0,5273000.0,0.0,-12440000.0,-0.016424003337610966
TUSA,First Trust Total US Market AlphaDEX ETF,First Trust Total US Market AlphaDEX ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
TVIX,Credit Suisse AG,Credit Suisse AG - VelocityShares Daily 2x VIX Short Term ETN,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
TVIZ,Credit Suisse AG,Credit Suisse AG - VelocityShares Daily 2x VIX Medium Term ETN,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
TWER,Towerstream Corporation,Towerstream Corporation - Common Stock,S,N,N,100,-1.595512342873757,18418764.0,4173070.0,2637491.0,-10210453.0,-0.8795894592815098
TWIN,"Twin Disc, Incorporated","Twin Disc, Incorporated - Common Stock",Q,N,N,100,0.31086168928038643,343281000.0,14836000.0,48186000.0,10673000.0,0.0380826307094509
TWMC,Trans World Entertainment Corp.,Trans World Entertainment Corp. - Common Stock,G,N,N,100,0.6523417085427136,141480000.0,3073000.0,2810000.0,-97382000.0,-0.7181722309490622
TWOU,"2U, Inc.","2U, Inc. - Common Stock",Q,N,N,100,0.3570333919156415,1186830000.0,170593000.0,751425000.0,-235222000.0,-0.8882603507393925
TXN,Texas Instruments Incorporated,Texas Instruments Incorporated - Common Stock,Q,N,N,100,0.8469097491595552,17283000000.0,2518000000.0,4650000000.0,5017000000.0,0.4959960454770143
TXRH,"Texas Roadhouse, Inc.","Texas Roadhouse, Inc. - Common Stock",Q,N,N,100,0.6069613993104759,1983565000.0,107879000.0,125982000.0,174452000.0,0.09970372131514817
TYPE,Monotype Imaging Holdings Inc.,Monotype Imaging Holdings Inc. - Common Stock,Q,N,N,100,0.0474430902755819,503942000.0,47763000.0,347211000.0,12273000.0,0.1126293957859188
TZOO,Travelzoo Inc.,Travelzoo Inc. - Common Stock,Q,N,N,100,1.2463407898370615,54538000.0,19505000.0,0.0,4155000.0,0.11860246053720777
UACL,"Universal Truckload Services, Inc.","Universal Truckload Services, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
UAE,iShares MSCI UAE Capped ETF,iShares MSCI UAE Capped ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
UBCP,"United Bancorp, Inc.","United Bancorp, Inc. - Common Stock",S,N,N,100,1.0570908848169287,685706000.0,14985000.0,0.0,6810000.0,0.01015325299192958
UBFO,United Security Bancshares,United Security Bancshares - Common Stock,Q,N,N,100,0.09318205331586026,956919000.0,2659000.0,0.0,15172000.0,0.015899230817596883
UBIC,"UBIC, Inc.","UBIC, Inc. - American Depositary Shares",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
UBNK,"United Financial Bancorp, Inc.","United Financial Bancorp, Inc.  - Common Stock",Q,N,N,100,0.9054778881756391,7335955000.0,114746000.0,0.0,59906000.0,0.008295840765722194
UBNT,"Ubiquiti Networks, Inc.","Ubiquiti Networks, Inc. - Common Stock",Q,N,N,100,2.4799362041467305,930549000.0,310264000.0,0.0,196290000.0,0.3164513086726263
UBOH,"United Bancshares, Inc.","United Bancshares, Inc. - Common Stock",G,N,N,100,0.21004209704476637,880014000.0,26412000.0,29410000.0,10661000.0,0.012935092793912098
UBSH,Union Bankshares Corporation,Union Bankshares Corporation - Common Stock,Q,N,N,100,0.7127985151242242,16897655000.0,283593000.0,1016313000.0,146248000.0,0.009376224736017999
UBSI,"United Bankshares, Inc.","United Bankshares, Inc. - Common Stock",Q,N,N,100,0.5875794071822233,19662324000.0,837493000.0,0.0,260099000.0,0.013816803986181868
UCBA,United Community Bancorp,United Community Bancorp - Common Stock,G,N,N,100,0.0,516664000.0,39375000.0,3312000.0,3000000.0,0.006329421047856752
UCBI,"United Community Banks, Inc.","United Community Banks, Inc. - Common Stock",Q,N,N,100,0.1496457324384509,12809486000.0,361059000.0,343340000.0,166111000.0,0.01372241273441488
UCFC,United Community Financial Corp.,United Community Financial Corp. - Common Stock,Q,N,N,100,1.2910884303791272,2906573000.0,39072000.0,40936000.0,37178000.0,0.013153067415750213
UCTT,"Ultra Clean Holdings, Inc.","Ultra Clean Holdings, Inc. - Common Stock",Q,N,N,100,0.09281767955801105,1019300000.0,162500000.0,351400000.0,-9400000.0,-0.018599129402453504
UDF,United Development Funding IV,United Development Funding IV - Common Shares of Beneficial Interest,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
UEIC,Universal Electronics Inc.,Universal Electronics Inc. - Common Stock,Q,N,N,100,0.3048079621281419,564159000.0,74302000.0,68277000.0,3630000.0,0.0086104653920964
UEPS,"Net 1 UEPS Technologies, Inc.","Net 1 UEPS Technologies, Inc. - Common Stock",Q,N,N,100,0.012674694285001249,689510000.0,135079000.0,156981000.0,-307618000.0,-0.7739791168700465
UFCS,"United Fire Group, Inc","United Fire Group, Inc - Common Stock",Q,N,N,100,0.0,3013472000.0,120722000.0,0.0,14820000.0,0.0051231527093596055
UFPI,"Universal Forest Products, Inc.","Universal Forest Products, Inc. - Common Stock",Q,N,N,100,0.13160812565579735,1889477000.0,168336000.0,236936000.0,179650000.0,0.1210412308272779
UFPT,"UFP Technologies, Inc.","UFP Technologies, Inc. - Common Stock",S,N,N,100,0.019075133803729837,188758000.0,3743000.0,72813000.0,19750000.0,0.1760218177929092
UG,United,"United-Guardian, Inc. - Common Stock",G,N,N,100,0.0,12362812.0,1048311.0,0.0,4761711.0,0.4208502876087951
UGLD,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Long Gold ETN,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
UHAL,Amerco,Amerco - Common Stock,Q,N,N,100,0.0,12856202000.0,525231000.0,0.0,370857000.0,0.030075247115575895
UIHC,United Insurance Holdings Corp.,United Insurance Holdings Corp. - Common Stock,S,N,N,100,0.3092477929288426,2754671000.0,270563000.0,100448000.0,290000.0,0.0001216616463757415
ULBI,Ultralife Corporation,Ultralife Corporation - Common Stock,G,N,N,100,0.15631664327506697,144557000.0,7135000.0,36474000.0,5205000.0,0.05156119982565281
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.","Ulta Salon, Cosmetics & Fragrance, Inc. - Common Stock",Q,N,N,100,1.0190595207176933,4863872000.0,392325000.0,14261000.0,705945000.0,0.15838000971891864
ULTI,"The Ultimate Software Group, Inc.","The Ultimate Software Group, Inc. - Common Stock",Q,N,N,100,0.018488556287960655,2716270000.0,100424000.0,353454000.0,65140000.0,0.02879253462706728
ULTR,Ultrapetrol (Bahamas) Limited,Ultrapetrol (Bahamas) Limited - common stock,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
UMBF,UMB Financial Corporation,UMB Financial Corporation - Common Stock,Q,N,N,100,0.03740350823345252,26561355000.0,1669170000.0,208464000.0,243600000.0,0.00986885243112252
UMPQ,Umpqua Holdings Corporation,Umpqua Holdings Corporation - Common Stock,Q,N,N,100,0.2734898578205644,28846809000.0,1362756000.0,1805997000.0,354095000.0,0.013789790005910105
UNAM,Unico American Corporation,Unico American Corporation - Common Stock,G,N,N,100,0.0,130209805.0,7527937.0,0.0,-3169559.0,-0.02583559454768002
UNB,"Union Bankshares, Inc.","Union Bankshares, Inc. - Common Stock",G,N,N,100,0.6564870620658937,872912000.0,46000.0,0.0,10648000.0,0.01219889421744002
UNFI,"United Natural Foods, Inc.","United Natural Foods, Inc. - Common Stock",Q,N,N,100,0.9075286282053608,7682426000.0,40064000.0,997904000.0,-284990000.0,-0.04289138406774488
UNIS,Unilife Corporation,Unilife Corporation - Common Stock,G,N,N,100,-1.067853876638553,82982000.0,9309000.0,0.0,-100783000.0,-1.367977413706514
UNTD,"United Online, Inc.","United Online, Inc. - Common Stock",Q,N,N,100,0.0,156797000.0,98069000.0,0.0,29973000.0,0.5103698406211687
UNTY,"Unity Bancorp, Inc.","Unity Bancorp, Inc. - Common Stock",G,N,N,100,1.8252022401991288,1718942000.0,158016000.0,1516000.0,23653000.0,0.015167916070821658
UNXL,Uni,"Uni-Pixel, Inc. - Common Stock",S,N,N,100,-3.0067114093959733,9880000.0,2330000.0,0.0,-29436000.0,-3.8988079470198675
UPI,"Uroplasty, Inc.","Uroplasty, Inc. - Common Stock",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
UPIP,"Unwired Planet, Inc.","Unwired Planet, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
UPLD,"Upland Software, Inc.","Upland Software, Inc. - Common Stock",G,N,N,100,2.466745904604413,896828000.0,175024000.0,628861000.0,-45371000.0,-0.4881594095305725
URBN,"Urban Outfitters, Inc.","Urban Outfitters, Inc. - Common Stock",Q,N,N,100,0.9338532522992672,3315633000.0,221839000.0,0.0,168096000.0,0.054333287865966515
URRE,"Uranium Resources, Inc.","Uranium Resources, Inc. - Common Stock",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
USAK,"USA Truck, Inc.","USA Truck, Inc. - Common Stock",Q,N,N,100,1.0754929645744205,349930000.0,284000.0,22024000.0,12204000.0,0.03725024570999506
USAP,"Universal Stainless & Alloy Products, Inc.","Universal Stainless & Alloy Products, Inc. - Common Stock",Q,N,N,100,0.31473534800046216,367255000.0,233000.0,0.0,4275000.0,0.011647803128967746
USAT,"USA Technologies, Inc.","USA Technologies, Inc. - Common Stock",G,N,N,100,0.11026981551589447,179296000.0,25500000.0,89536000.0,-32028000.0,-0.4984126984126984
USATP,"USA Technologies, Inc.","USA Technologies, Inc. - Preferred Stock",G,N,N,100,0.11026981551589447,179296000.0,25500000.0,89536000.0,-32028000.0,-0.4984126984126984
USBI,"United Security Bancshares, Inc.","United Security Bancshares, Inc. - Common Stock",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
USCR,"U S Concrete, Inc.","U S Concrete, Inc. - Common Stock",S,N,N,100,2.001456027955737,1433300000.0,40600000.0,331900000.0,14900000.0,0.014046003016591252
USEG,U.S. Energy Corp.,U.S. Energy Corp. - Common Stock,S,N,N,100,0.021715526601520086,13467000.0,1532000.0,0.0,-550000.0,-0.04608294930875576
USLM,"United States Lime & Minerals, Inc.","United States Lime & Minerals, Inc. - Common Stock",Q,N,N,100,0.014553359246909713,247037000.0,54260000.0,0.0,26056000.0,0.13516135223600326
USLV,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Long Silver ETN,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
USMD,"USMD Holdings, Inc.","USMD Holdings, Inc. - Common Stock",S,N,N,100,0.2342969713250539,270218000.0,19203000.0,103451000.0,-1616000.0,-0.010951180504730151
USTR,United Stationers Inc.,United Stationers Inc. - Common Stock,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
UTEK,"Ultratech, Inc.","Ultratech, Inc. - Common Stock",Q,N,N,100,0.005574207471628166,424344000.0,119841000.0,10231000.0,11237000.0,0.03818576011309265
UTHR,United Therapeutics Corporation,United Therapeutics Corporation - Common Stock,Q,N,N,100,0.30571140843044164,3913400000.0,738400000.0,158300000.0,-104500000.0,-0.03464050120993138
UTIW,UTi Worldwide Inc.,UTi Worldwide Inc. - Ordinary Shares,Q,N,N,100,0.19891364113501175,1833995000.0,264871000.0,351518000.0,-203220000.0,-0.16690128005282498
UTMD,"Utah Medical Products, Inc.","Utah Medical Products, Inc. - Common Stock",Q,N,N,100,0.0040952390373220696,109787000.0,42787000.0,44173000.0,14727000.0,0.6451570508608228
UTSI,UTStarcom Holdings Corp,UTStarcom Holdings Corp - Ordinary Shares,Q,N,N,100,0.0,182230000.0,48069000.0,0.0,4820000.0,0.035926983251466524
UVSP,Univest Corporation of Pennsylvania,Univest Corporation of Pennsylvania - Common Stock,Q,N,N,100,0.24999629696558548,5380924000.0,50571000.0,182843000.0,65719000.0,0.012767143725801407
VA,Virgin America Inc.,Virgin America Inc. - Common Stock,Q,N,N,100,0.08101072285295392,1894266000.0,614278000.0,0.0,340537000.0,0.2660470254408635
VALU,"Value Line, Inc.","Value Line, Inc. - Common Stock",G,N,N,100,0.17745556250690023,105664000.0,3555000.0,0.0,11150000.0,0.10919703454151936
VALX,Validea Market Legends ETF,Validea Market Legends ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VASC,"Vascular Solutions, Inc.","Vascular Solutions, Inc. - Common Stock",Q,N,N,100,0.0,156603000.0,39067000.0,17840000.0,10464000.0,0.10495907558979298
VBFC,Village Bank and Trust Financial Corp.,Village Bank and Trust Financial Corp. - Common Stock,S,N,D,100,0.8061471780770844,540313000.0,1007000.0,0.0,4477000.0,0.008301409589361142
VBIV,VBI Vaccines Inc.,VBI Vaccines Inc. - Common Stock,S,N,N,100,0.01653164126678375,122201000.0,44213000.0,62964000.0,-54813000.0,-3.6483626198083066
VBLT,Vascular Biogenics Ltd.,Vascular Biogenics Ltd. - Ordinary Shares,G,N,N,100,0.0,57221000.0,8255000.0,0.0,-20458000.0,-0.4178001061961361
VBND,Vident Core U.S. Bond Strategy Fund,Vident Core U.S. Bond Strategy Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VBTX,"Veritex Holdings, Inc.","Veritex Holdings, Inc. - Common Stock",G,N,N,100,0.6915040934768899,7954937000.0,251550000.0,443103000.0,90739000.0,0.01249799594616409
VCEL,Vericel Corporation,Vericel Corporation - Common Stock,S,N,N,100,0.24937213635668057,153238000.0,26900000.0,0.0,-9665000.0,-0.07650113188431035
VCIT,Vanguard Intermediate,Vanguard Intermediate-Term Corporate Bond ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VCLT,Vanguard Long,Vanguard Long-Term Corporate Bond ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VCSH,Vanguard Short,Vanguard Short-Term Corporate Bond ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VCYT,"Veracyte, Inc.","Veracyte, Inc. - Common Stock",G,N,N,100,0.002898248105071934,275212000.0,159300000.0,67744000.0,-12599000.0,-0.2615636937385816
VDSI,"VASCO Data Security International, Inc.","VASCO Data Security International, Inc. - Common Stock",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
VECO,Veeco Instruments Inc.,Veeco Instruments Inc. - Common Stock,Q,N,N,100,0.8124279061819114,818088000.0,129294000.0,243461000.0,-78733000.0,-0.17679579101481363
VGGL,Viggle Inc.,Viggle Inc. - Common Stock,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
VGIT,Vanguard Intermediate,Vanguard Intermediate -Term Government Bond ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VGLT,Vanguard Long,Vanguard Long-Term Government Bond ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VGSH,Vanguard Short,Vanguard Short-Term Government ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VIA,Viacom Inc.,Viacom Inc. - Class A Common Stock,Q,N,N,100,1.033593565176248,23671000000.0,760000000.0,12211000000.0,1548000000.0,0.1446728971962617
VIAB,Viacom Inc.,Viacom Inc. - Class B Common Stock,Q,N,N,100,1.033593565176248,23671000000.0,760000000.0,12211000000.0,1548000000.0,0.1446728971962617
VIAS,"Viasystems Group, Inc.","Viasystems Group, Inc. - Common Stock",G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VICL,Vical Incorporated,Vical Incorporated - Common Stock,Q,N,N,100,0.0,42701000.0,10813000.0,0.0,-16254000.0,-0.5097215253386854
VICR,Vicor Corporation,Vicor Corporation - Common Stock,Q,N,N,100,0.02128311652931962,240727000.0,84668000.0,0.0,14098000.0,0.09033762871734408
VIDE,Video Display Corporation,Video Display Corporation - Common Stock,G,N,D,100,0.5877530105047399,8125000.0,559000.0,0.0,67000.0,0.008855405762622257
VIDI,Vident International Equity Fund,Vident International Equity Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VIEW,"Viewtran Group, Inc.","Viewtran Group, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
VIIX,Credit Suisse AG,Credit Suisse AG - VelocityShares VIX Short Term ETN,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VIIZ,Credit Suisse AG,Credit Suisse AG - VelocityShares VIX Medium Term ETN,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VIMC,Vimicro International Corporation,"Vimicro International Corporation - American depositary shares, each representing four ordinary shares",G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VIP,VimpelCom Ltd.,VimpelCom Ltd. - American Depositary Shares,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
VIRC,Virco Manufacturing Corporation,Virco Manufacturing Corporation - Common Stock,G,N,N,100,0.22242017691985932,139865000.0,697000.0,0.0,-1614000.0,-0.01159749367670729
VISN,"VisionChina Media, Inc.","VisionChina Media, Inc. - American Depositary Shares, each representing one Common Share",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
VIVO,Meridian Bioscience Inc.,Meridian Bioscience Inc. - Common Stock,Q,N,N,100,0.3910802262636093,338128000.0,68557000.0,148544000.0,24382000.0,0.20145917853041057
VLCCF,Knightsbridge Shipping Limited,Knightsbridge Shipping Limited - Common Stock,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
VLGEA,"Village Super Market, Inc.","Village Super Market, Inc. - Class A Common Stock",Q,N,N,100,0.02006323334844805,586772000.0,75396000.0,0.0,25539000.0,0.049941725853383814
VLTC,Voltari Corporation,Voltari Corporation - Common Stock,S,N,D,100,-0.3134240900481038,22429000.0,161000.0,0.0,-1526000.0,-0.06852883060894557
VLYWW,Valley National Bancorp,Valley National Bancorp - Warrants 07/01/2015,S,N,N,100,0.31606628182915514,37436020000.0,119213000.0,1460397000.0,309793000.0,0.008639822001142891
VMBS,Vanguard Mortgage,Vanguard Mortgage-Backed Securities ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VNDA,Vanda Pharmaceuticals Inc.,Vanda Pharmaceuticals Inc. - Common Stock,G,N,N,100,0.03553273552421857,483748000.0,45072000.0,23037000.0,115553000.0,0.27801289099434845
VNET,"21Vianet Group, Inc.","21Vianet Group, Inc. - American Depositary Shares",Q,N,N,100,0.0,1858000000.0,324432639.4373,143873040.7979,-29676555.7164,-0.021354736285762926
VNOM,Viper Energy Partners LP,Viper Energy Partners LP - Common Unit,Q,N,N,100,1.0543186513989997,2006938000.0,19952000.0,0.0,143958000.0,0.07245043498041757
VNQI,Vanguard Global ex,Vanguard Global ex-U.S. Real Estate ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VNR,Vanguard Natural Resources LLC,Vanguard Natural Resources LLC - Common Units,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
VNRAP,Vanguard Natural Resources LLC,Vanguard Natural Resources LLC - 7.875% Series A Cumulative Redeemable Perpetual Preferred Unit,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
VNRBP,Vanguard Natural Resources LLC,Vanguard Natural Resources LLC - 7.625% Series B Cumulative Redeemable Perpetual Preferred Unit,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
VNRCP,Vanguard Natural Resources LLC,Vanguard Natural Resources LLC - 7.75% Series C Cumulative Redeemable Perpetual Preferred Unit,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
VOD,Vodafone Group Plc,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,Q,N,N,100,0.0,186992146596.8586,17849476439.7906,30566753926.7016,-10192000000.0,-0.0735481335952849
VOLC,Volcano Corporation,Volcano Corporation - Common Stock,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
VONE,Vanguard Russell 1000 ETF,Vanguard Russell 1000 ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VONG,Vanguard Russell 1000 Growth ETF,Vanguard Russell 1000 Growth ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VONV,Vanguard Russell 1000 Value ETF,Vanguard Russell 1000 Value ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
VOXX,VOXX International Corporation,VOXX International Corporation - Class A Common Stock,Q,N,N,100,0.02118055119198723,492383000.0,39294000.0,170554000.0,-46091000.0,-0.16313377103721663
VPCO,Vapor Corp.,Vapor Corp. - Common Stock,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
VRA,"Vera Bradley, Inc.","Vera Bradley, Inc. - Common Stock",Q,N,N,100,0.4448168021858643,535061000.0,49917000.0,100559000.0,16047000.0,0.04172549631420882
VRML,"Vermillion, Inc.","Vermillion, Inc. - Common Stock",S,N,N,100,0.11330007609706604,16533000.0,14636000.0,0.0,-11371000.0,-5.9942013705851345
VRNG,"Vringo, Inc.","Vringo, Inc. - Common Stock",S,N,D,100,0.0,0.0,0.0,0.0,0.0,
VRNGW,"Vringo, Inc.","Vringo, Inc. - Warrants",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
VRNS,"Varonis Systems, Inc.","Varonis Systems, Inc. - Common Stock",Q,N,N,100,0.6682205020741564,318312000.0,68929000.0,0.0,-78764000.0,-0.31583548196950073
