Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,Debt_to_Equity,Total Assets,Cash,Goodwill & Intangible,Net Income,Return_on_TangibleAssets
AAIT,iShares MSCI All Country Asia Information Technology Index Fund,iShares MSCI All Country Asia Information Technology Index Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
AAL,"American Airlines Group, Inc.","American Airlines Group, Inc. - Common Stock",Q,N,N,100,-206.0593220338983,59995000000.0,280000000.0,6184000000.0,1686000000.0,0.03149576880685958
AAME,Atlantic American Corporation,Atlantic American Corporation - Common Stock,G,N,N,100,0.2849637650556616,377626000.0,12893000.0,2544000.0,-386000.0,-0.001065741919274191
AAOI,"Applied Optoelectronics, Inc.","Applied Optoelectronics, Inc. - Common Stock",G,N,N,100,0.15104056334324345,466825000.0,59977000.0,4081000.0,-66049000.0,-0.16398811223362392
AAON,"AAON, Inc.","AAON, Inc. - Common Stock",Q,N,N,100,0.021782587716274903,371424000.0,26797000.0,3501000.0,53711000.0,0.15745208515328646
AAPL,Apple Inc.,Apple Inc. - Common Stock,Q,N,N,100,1.1538126458991858,340618000000.0,39771000000.0,0.0,55256000000.0,0.18366811036839323
AAVL,"Avalanche Biotechnologies, Inc.","Avalanche Biotechnologies, Inc. - Common Stock",G,N,N,100,0.0,0.0,0.0,0.0,0.0,
AAWW,Atlas Air Worldwide Holdings,Atlas Air Worldwide Holdings - Common Stock,Q,N,N,100,1.3283734493038921,5385641000.0,103029000.0,76856000.0,-293113000.0,-0.05630555869310817
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,iShares MSCI All Country Asia ex Japan Index Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
ABAC,"Aoxin Tianli Group, Inc.","Aoxin Tianli Group, Inc. - Common Shares",S,N,N,100,0.02330943310199679,90826298.0,61410223.0,2047492.0,0.0,0.0
ABAX,"ABAXIS, Inc.","ABAXIS, Inc. - Common Stock",Q,N,N,100,0.0009528953225567867,341103000.0,46277000.0,1017000.0,27177000.0,0.09249886831240704
ABCB,Ameris Bancorp,Ameris Bancorp - Common Stock,Q,N,N,100,0.051652465882890304,18242579000.0,621849000.0,1023223000.0,161441000.0,0.009726822226976618
ABCD,"Cambium Learning Group, Inc.","Cambium Learning Group, Inc. - Common Stock",S,N,N,100,-216.70149253731344,185293000.0,26255000.0,46376000.0,45055000.0,0.39991301414851504
ABCO,The Advisory Board Company,The Advisory Board Company - Common Stock,Q,N,N,100,0.8459959931261088,2051462000.0,151458000.0,976768000.0,91238000.0,0.0988241359739005
ABCW,Anchor BanCorp Wisconsin Inc.,Anchor BanCorp Wisconsin Inc. - Common Stock,Q,N,N,100,0.0,2248498000.0,75267000.0,0.0,137758000.0,0.0633885675291766
ABDC,Alcentra Capital Corp.,Alcentra Capital Corp. - Common Stock,Q,N,N,100,0.5878580597525773,230200455.0,4830119.0,0.0,5522132.0,0.024502479332506297
ABGB,"Abengoa, S.A.","Abengoa, S.A. - American Depositary Shares",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
ABIO,"ARCA biopharma, Inc.","ARCA biopharma, Inc. - Common Stock",S,N,N,100,0.0,9949000.0,9645000.0,0.0,-7933000.0,-26.095394736842106
ABMD,"ABIOMED, Inc.","ABIOMED, Inc. - Common Stock",Q,N,N,100,0.01257757700864392,1196611000.0,117970000.0,47799000.0,259016000.0,0.25126644044383134
ABTL,Autobytel Inc.,Autobytel Inc. - Common Stock,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
ABY,Abengoa Yield plc,Abengoa Yield plc - Ordinary Shares,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
ACAD,ACADIA Pharmaceuticals Inc.,ACADIA Pharmaceuticals Inc. - Common Stock,Q,N,N,100,0.014010169709712717,783183000.0,189680000.0,2585000.0,-235259000.0,-0.3981246128904518
ACAS,"American Capital, Ltd.","American Capital, Ltd. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
ACAT,Arctic Cat Inc.,Arctic Cat Inc. - Common Stock,Q,N,N,100,0.7126698871624788,341571000.0,10480000.0,6098000.0,-9187000.0,-0.028268301163409674
ACET,Aceto Corporation,Aceto Corporation - Common Stock,Q,N,N,100,6.3032140088648605,753159000.0,41782000.0,222901000.0,11376000.0,0.023288759324920773
ACFC,Atlantic Coast Financial Corporation,Atlantic Coast Financial Corporation - Common Stock,G,N,N,100,0.0,928139000.0,48516000.0,0.0,3168000.0,0.003601542933734111
ACFN,"Acorn Energy, Inc.","Acorn Energy, Inc. - Common Stock",G,N,N,100,-0.9210526315789473,4984000.0,1247000.0,0.0,-618000.0,-0.16537329408616538
ACGL,Arch Capital Group Ltd.,Arch Capital Group Ltd. - Common Stock,Q,N,N,100,0.20490884394354153,37885361000.0,726230000.0,0.0,1636319000.0,0.044035448514659827
ACHC,"Acadia Healthcare Company, Inc.","Acadia Healthcare Company, Inc. - Common Stock",Q,N,N,100,1.256934174881984,6879142000.0,124192000.0,2539488000.0,108923000.0,0.025838923467937796
ACHN,"Achillion Pharmaceuticals, Inc.","Achillion Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,0.010459634649381261,236342000.0,43567000.0,0.0,-70272000.0,-0.3645285955129036
ACIW,"ACI Worldwide, Inc.","ACI Worldwide, Inc. - Common Stock",Q,N,N,100,1.2152158291208246,3257534000.0,121398000.0,1637494000.0,67062000.0,0.04474851231982021
ACLS,"Axcelis Technologies, Inc.","Axcelis Technologies, Inc. - Common Stock",Q,N,N,100,0.11574839006549412,548094000.0,139881000.0,0.0,17034000.0,0.041728215416951445
ACNB,ACNB Corporation,ACNB Corporation - Common Stock,S,N,N,100,0.5262405285041897,1720253000.0,114356000.0,24007000.0,23721000.0,0.014995353659230415
ACOR,"Acorda Therapeutics, Inc.","Acorda Therapeutics, Inc. - Common Stock",Q,N,N,100,0.09890611929734251,799718000.0,62085000.0,402329000.0,-272966000.0,-0.8140851287190132
ACPW,"Active Power, Inc.","Active Power, Inc. - Common Stock",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
ACRX,"AcelRx Pharmaceuticals, Inc.","AcelRx Pharmaceuticals, Inc. - Common Stock",G,N,N,100,-0.8490839640659263,104978000.0,21949000.0,0.0,-47149000.0,-0.5678618314083032
ACSF,"American Capital Senior Floating, Ltd.","American Capital Senior Floating, Ltd. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
ACST,"Acasti Pharma, Inc.","Acasti Pharma, Inc. - Class A Common Stock",S,N,D,100,0.0,43772837.3322,21199647.8098,6106831.0221,-38771428.5714,-2.3545842616443475
ACTA,Actua Corporation,Actua Corporation - Common Stock,Q,N,N,100,0.0,535304000.0,334984000.0,0.0,173958000.0,0.8684005591054313
ACTG,Acacia Research Corporation,Acacia Research Corporation - Common Stock,Q,N,N,100,0.009813718411552347,218161000.0,57359000.0,7814000.0,-17115000.0,-0.11187151933484979
ACTS,"Actions Semiconductor Co., Ltd.","Actions Semiconductor Co., Ltd. - American Depositary Shares, each representing Six Ordinary Shares",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
ACUR,"Acura Pharmaceuticals, Inc.","Acura Pharmaceuticals, Inc. - Common Stock",S,N,D,100,-1.2716726429023413,2562000.0,862000.0,810000.0,-3774000.0,-4.240449438202247
ACWI,iShares MSCI ACWI Index Fund,iShares MSCI ACWI Index Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
ACWX,iShares MSCI ACWI ex US Index Fund,iShares MSCI ACWI ex US Index Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
ACXM,Acxiom Corporation,Acxiom Corporation - Common Stock,Q,N,N,100,0.0,0.0,0.0,0.0,4000000.0,inf
ADAT,Authentidate Holding Corp.,Authentidate Holding Corp. - Common Stock,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
ADBE,Adobe Systems Incorporated,Adobe Systems Incorporated - Common Stock,Q,N,N,100,0.05714285714285714,21214000000.0,2688000000.0,12316000000.0,2951458000.0,0.47527504025764894
ADEP,"Adept Technology, Inc.","Adept Technology, Inc. - Common Stock",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
ADES,"Advanced Emissions Solutions, Inc.","Advanced Emissions Solutions, Inc. - Common Stock",S,N,E,100,0.40968861965796183,173799000.0,17080000.0,4169000.0,35537000.0,0.23295313012127172
ADHD,Alcobra Ltd.,Alcobra Ltd. - Ordinary Shares,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
ADI,"Analog Devices, Inc.","Analog Devices, Inc. - Common Stock",Q,N,N,100,0.46902646024643213,21392641000.0,648322000.0,16474104000.0,1363011000.0,0.3191902515447114
ADMA,ADMA Biologics Inc,ADMA Biologics Inc - Common Stock,S,N,N,100,2.6159602268516857,127090725.0,26752135.0,6688983.0,-48279317.0,-0.5155314426466306
ADMP,Adamis Pharmaceuticals Corporation,Adamis Pharmaceuticals Corporation - Common Stock,S,N,N,100,0.0943960010195667,52841145.0,12121914.0,19250623.0,-39006782.0,-1.8169218050839626
ADMS,"Adamas Pharmaceuticals, Inc.","Adamas Pharmaceuticals, Inc. - Common Stock",G,N,N,100,-143.0179171332587,162158000.0,65774000.0,0.0,-105186000.0,-1.0913222111553784
ADNC,"Audience, Inc.","Audience, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc. - Common Stock",Q,N,N,100,0.3736857803295802,49059400000.0,1500400000.0,3417400000.0,2292800000.0,0.05194193232687533
ADRA,BLDRS Asia 50 ADR Index Fund,BLDRS Asia 50 ADR Index Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
ADRD,BLDRS Developed Markets 100 ADR Index Fund,BLDRS Developed Markets 100 ADR Index Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,BLDRS Emerging Markets 50 ADR Index Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
ADRU,BLDRS Europe 100 ADR Index Fund,BLDRS Europe 100 ADR Index Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
ADSK,"Autodesk, Inc.","Autodesk, Inc. - Common Stock",Q,N,N,100,-14.987778576563624,6179300000.0,1774700000.0,2515900000.0,214500000.0,0.11357018054746651
ADTN,"ADTRAN, Inc.","ADTRAN, Inc. - Common Stock",Q,N,N,100,0.07995773159563227,545118000.0,73800000.0,34789000.0,-52982000.0,-0.12137108874782661
ADUS,Addus HomeCare Corporation,Addus HomeCare Corporation - Common Stock,Q,N,N,100,0.12812667557469554,619110000.0,239609000.0,203135000.0,17503000.0,0.09924248437907533
ADVS,"Advent Software, Inc.","Advent Software, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
ADXS,"Advaxis, Inc.","Advaxis, Inc. - Common Stock",S,N,N,100,0.0012142369279805722,45257000.0,32363000.0,4575000.0,-16612000.0,-1.9968746243538886
ADXSW,"Advaxis, Inc.","Advaxis, Inc. - Warrants",S,N,N,100,0.15993549629344372,51348000.0,34156000.0,4490000.0,-16612000.0,-1.3078255392851519
AEGN,Aegion Corp,Aegion Corp - Class A Common Stock,Q,N,N,100,0.6462330424374473,995513000.0,64874000.0,361663000.0,-20892000.0,-0.03671859621495459
AEGR,"Aegerion Pharmaceuticals, Inc.","Aegerion Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,-19.43980976142211,353826000.0,32363000.0,227779000.0,-73339000.0,-0.7828337816489476
AEHR,Aehr Test Systems,Aehr Test Systems - Common Stock,S,N,N,100,0.14576168929110106,21688000.0,5058000.0,0.0,-5235000.0,-0.314792543595911
AEIS,"Advanced Energy Industries, Inc.","Advanced Energy Industries, Inc. - Common Stock",Q,N,N,100,0.5009900785265267,1532406000.0,346441000.0,386943000.0,64941000.0,0.08127560943253127
AEPI,AEP Industries Inc.,AEP Industries Inc. - Common Stock,Q,N,N,100,1.1962451011545387,392631000.0,3676000.0,9828000.0,28802000.0,0.07596926623532484
AERI,"Aerie Pharmaceuticals, Inc.","Aerie Pharmaceuticals, Inc. - Common Stock",G,N,N,100,0.10544474393530998,452608000.0,143940000.0,0.0,-199581000.0,-0.6465879197066103
AETI,"American Electric Technologies, Inc.","American Electric Technologies, Inc. - Common Stock",S,N,N,100,0.10432643611633627,14375000.0,1006000.0,0.0,-2557000.0,-0.19126337048395542
AEY,"ADDvantage Technologies Group, Inc.","ADDvantage Technologies Group, Inc. - Common Stock",G,N,N,100,0.02631431132966115,36828344.0,1242143.0,10880737.0,-5302443.0,-0.21462632719628338
AEZS,AEterna Zentaris Inc.,AEterna Zentaris Inc. - Common Stock,S,N,D,100,-0.0,27163000.0,11357000.0,55000.0,4187000.0,0.26582439210208875
AFAM,Almost Family Inc,Almost Family Inc - Common Stock,Q,N,N,100,0.027166728049577524,717818000.0,11310000.0,536276000.0,20414000.0,0.11991869918699187
AFCB,Athens Bancshares Corporation,Athens Bancshares Corporation - Common Stock,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
AFFX,"Affymetrix, Inc.","Affymetrix, Inc. - Common Stock",Q,N,N,100,0.32129413741367063,546891000.0,88767000.0,256937000.0,10113000.0,0.05026666732940001
AFH,"Atlas Financial Holdings, Inc.","Atlas Financial Holdings, Inc. - Ordinary Shares",S,N,N,100,5.61448275862069,410668000.0,54008000.0,3462000.0,-80012000.0,-0.2265358240986642
AFMD,Affimed N.V.,Affimed N.V. - Common Stock,G,N,N,100,0.0,112633000.0,70878552.9716,0.0,-22387356.3218,-0.5361669933402029
AFOP,"Alliance Fiber Optic Products, Inc.","Alliance Fiber Optic Products, Inc. - Common Stock",G,N,N,100,0.0,79743000.0,13076000.0,0.0,0.0,0.0
AFSI,"AmTrust Financial Services, Inc.","AmTrust Financial Services, Inc. - Common Stock",Q,N,N,100,0.07131737406373917,25689900000.0,554900000.0,854500000.0,-348889000.0,-0.014369102777949384
AGEN,Agenus Inc.,Agenus Inc. - Common Stock,S,N,N,100,-0.06223930137205133,155335000.0,61808000.0,33692000.0,-107865000.0,-1.8027074454750565
AGII,"Argo Group International Holdings, Ltd.","Argo Group International Holdings, Ltd. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,64000000.0,inf
AGIIL,"Argo Group International Holdings, Ltd.","Argo Group International Holdings, Ltd. - 6.5% Senior Notes Due 2042",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
AGIO,"Agios Pharmaceuticals, Inc.","Agios Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,0.25740869212185835,698616000.0,81709000.0,0.0,-346028000.0,-0.5609078840084486
AGNC,American Capital Agency Corp.,American Capital Agency Corp. - Common Stock,Q,N,N,100,0.0,109761000000.0,906000000.0,526000000.0,129000000.0,0.0011908168634437684
AGNCB,American Capital Agency Corp.,American Capital Agency Corp. - Depositary Shares representing 1/1000th Series B Preferred Stock,Q,N,N,100,0.0,113082000000.0,831000000.0,526000000.0,688000000.0,0.006157977176102036
AGNCP,American Capital Agency Corp.,American Capital Agency Corp. - Cumulative Preferred Series A,Q,N,N,100,0.0,109761000000.0,906000000.0,526000000.0,129000000.0,0.0011908168634437684
AGND,WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund,WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
AGRX,"Agile Therapeutics, Inc.","Agile Therapeutics, Inc. - Common Stock",G,N,N,100,0.006645143089991537,33832000.0,18370000.0,0.0,-19779000.0,-1.2792006208769888
AGTC,Applied Genetic Technologies Corporation,Applied Genetic Technologies Corporation - Common Stock,G,N,N,100,0.08375384343783561,84625000.0,16272000.0,1062000.0,-2006000.0,-0.02981082165519906
AGYS,"Agilysys, Inc.","Agilysys, Inc. - Common Stock",Q,N,N,100,0.14478625072212595,171828000.0,41905000.0,28026000.0,-13164000.0,-0.12918927937034455
AGZD,WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund,WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
AHGP,"Alliance Holdings GP, L.P.","Alliance Holdings GP, L.P. - Common Units Representing Limited Partner Interests",Q,N,N,100,0.6554174858687638,2244768000.0,30700000.0,0.0,185988000.0,0.0840028400211737
AHPI,"Allied Healthcare Products, Inc.","Allied Healthcare Products, Inc. - Common Stock",G,N,N,100,0.10114710476044679,15250157.0,351583.0,0.0,-2109685.0,-0.1416031494020837
AIMC,Altra Industrial Motion Corp.,Altra Industrial Motion Corp. - Common Stock,Q,N,N,100,0.8682730923694779,4293700000.0,168000000.0,3166100000.0,35341000.0,0.036828887036265114
AINV,Apollo Investment Corporation,Apollo Investment Corporation - Closed End Fund,Q,N,N,100,1.263872754892324,2892962000.0,31637000.0,0.0,71946000.0,0.025144295038137924
AIQ,"Alliance HealthCare Services, Inc.","Alliance HealthCare Services, Inc. - Common Stock",G,N,N,100,-3.74624080310603,653751000.0,22653000.0,313833000.0,493000.0,0.0015539060406915355
AIRM,Air Methods Corporation,Air Methods Corporation - Common Stock,Q,N,N,100,1.4443359613792526,1789265000.0,5903000.0,401237000.0,105418000.0,0.07627240662024057
AIRR,First Trust RBA American Industrial Renaissance ETF,First Trust RBA American Industrial Renaissance ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
AIRT,"Air T, Inc.","Air T, Inc. - Common Stock",S,N,N,100,0.28793463803914116,142657000.0,27434000.0,5125000.0,1339995.0,0.012170929535504731
AIXG,Aixtron SE,"Aixtron SE - American Depositary Shares, each representing one Ordinary Share",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
AKAM,"Akamai Technologies, Inc.","Akamai Technologies, Inc. - Common Stock",Q,N,N,100,0.22735198162472067,7006886000.0,393745000.0,1779696000.0,478035000.0,0.09890150813757062
AKAO,"Achaogen, Inc.","Achaogen, Inc. - Common Stock",G,N,N,100,-9.458565293462701,82290000.0,30956000.0,0.0,-186512000.0,-3.633303463591382
AKBA,"Akebia Therapeutics, Inc.","Akebia Therapeutics, Inc. - Common Stock",G,N,N,100,0.2759292425466806,771201000.0,147449000.0,346265000.0,-279659000.0,-1.0078273937157416
AKER,Akers Biosciences Inc,Akers Biosciences Inc - Common Stock,S,N,N,100,0.058749226363604294,10884935.0,517444.0,170423.0,-3888249.0,-0.3813104904272483
AKRX,"Akorn, Inc.","Akorn, Inc. - Common Stock",Q,N,N,100,3.5994741604493536,1288639000.0,144804000.0,483724000.0,-226770000.0,-0.3435331330639847
ALCO,"Alico, Inc.","Alico, Inc. - Common Stock",Q,N,N,100,0.8037442283763355,405069000.0,5546000.0,0.0,37833000.0,0.09469542429346996
ALDR,"Alder BioPharmaceuticals, Inc.","Alder BioPharmaceuticals, Inc. - Common Stock",G,N,N,100,0.04570962331716604,462567000.0,88378000.0,0.0,-296429000.0,-0.7921905774889161
ALDX,"Aldeyra Therapeutics, Inc.","Aldeyra Therapeutics, Inc. - Common Stock",S,N,N,100,0.3068600042714248,75518281.0,44425830.0,0.0,-60826831.0,-1.9563215199728063
ALGN,"Align Technology, Inc.","Align Technology, Inc. - Common Stock",Q,N,N,100,0.04397664780573613,2500702000.0,550425000.0,75692000.0,442776000.0,0.23619947881797837
ALGT,Allegiant Travel Company,Allegiant Travel Company - Common Stock,Q,N,N,100,1.609248362573298,3010803000.0,121888000.0,0.0,232117000.0,0.08034746609021033
ALIM,"Alimera Sciences, Inc.","Alimera Sciences, Inc. - Common Stock",G,N,N,100,-8.754330708661417,50309000.0,9426000.0,14783000.0,-10443000.0,-0.40011494252873564
ALKS,Alkermes plc,Alkermes plc - Ordinary Shares,Q,N,N,100,0.255322716460207,1805403000.0,203771000.0,243516000.0,-196620000.0,-0.1447740840988546
ALLB,"Alliance Bancorp, Inc. of Pennsylvania","Alliance Bancorp, Inc. of Pennsylvania - Common Stock",G,N,N,100,0.0,0.0,0.0,0.0,0.0,
ALLT,Allot Communications Ltd.,Allot Communications Ltd. - Ordinary Shares,Q,N,N,100,0.0,675389000.0,17430000.0,0.0,-10415000.0,-0.015829253798488964
ALNY,"Alnylam Pharmaceuticals, Inc.","Alnylam Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,0.21118001629257688,2395134000.0,547178000.0,0.0,-886116000.0,-0.4795114169384985
ALOG,Analogic Corporation,Analogic Corporation - Common Stock,Q,N,N,100,0.01064595975065606,580069000.0,123939000.0,24354000.0,-74237000.0,-0.17193405840065218
ALOT,Astro,"Astro-Med, Inc. - Common Stock",G,N,N,100,0.18105779334500877,116664000.0,4249000.0,37417000.0,1759000.0,0.023453958772233927
ALQA,"Alliqua, Inc.","Alliqua, Inc. - Common Stock",S,N,N,100,-0.06716687759898753,3254000.0,331000.0,0.0,-8417000.0,-2.8795757783099556
ALSK,"Alaska Communications Systems Group, Inc.","Alaska Communications Systems Group, Inc. - Common Stock",Q,N,N,100,1.0215390674319338,557245000.0,26662000.0,0.0,4928000.0,0.009287896521373658
ALTR,Altera Corporation,Altera Corporation - Common Stock,Q,N,N,100,0.503705875553626,743145000.0,223117000.0,300758000.0,-7542000.0,-0.03439595019838555
ALXA,"Alexza Pharmaceuticals, Inc.","Alexza Pharmaceuticals, Inc. - Common Stock",G,N,D,100,-0.9141454227483689,10583000.0,4502000.0,0.0,-21310000.0,-3.504357835882256
ALXN,"Alexion Pharmaceuticals, Inc.","Alexion Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,0.22194325662272218,17544600000.0,2685500000.0,8381700000.0,2404300000.0,0.3711828820205638
AMAG,"AMAG Pharmaceuticals, Inc.","AMAG Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,0.06917051995847881,791227000.0,113009000.0,446120000.0,-466456000.0,-2.009737266154814
AMAT,"Applied Materials, Inc.","Applied Materials, Inc. - Common Stock",Q,N,N,100,0.6136258660508083,19767000000.0,3424000000.0,3541000000.0,2706000000.0,0.21137322293391658
AMBA,"Ambarella, Inc.","Ambarella, Inc. - Ordinary Shares",Q,N,N,100,0.02266600010712564,527276000.0,231403000.0,44427000.0,-44792000.0,-0.17813765182186234
AMBC,"Ambac Financial Group, Inc.","Ambac Financial Group, Inc. - Common Stock",Q,N,N,100,1.8836849204689754,13451104000.0,51951000.0,433524000.0,185713000.0,0.01432348557867883
AMBCW,"Ambac Financial Group, Inc.","Ambac Financial Group, Inc. - Warrants",Q,N,N,100,1.9106296547054842,13320000000.0,24000000.0,427000000.0,-216000000.0,-0.01678452094179812
AMCC,Applied Micro Circuits Corporation,Applied Micro Circuits Corporation - Common Stock,Q,N,N,100,0.11530834469448821,143745000.0,22489000.0,0.0,-32571000.0,-0.26861351190868904
AMCF,Andatee China Marine Fuel Services Corporation,Andatee China Marine Fuel Services Corporation - Common Stock,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
AMCN,AirMedia Group Inc,"AirMedia Group Inc - American Depositary Shares, each representing two ordinary shares",Q,N,N,100,0.0,129816000.0,15536000.0,0.0,0.0,0.0
AMCX,AMC Networks Inc.,AMC Networks Inc. - Class A Common Stock,Q,N,N,100,4.6505217181025,5596686000.0,816170000.0,761634000.0,380486000.0,0.09467458860449249
AMD,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc. - Common Stock",S,N,N,100,0.17191368942341706,6028000000.0,1466000000.0,0.0,341000000.0,0.07474791758000877
AMDA,Amedica Corporation,Amedica Corporation - Common Stock,S,N,N,100,0.0,0.0,0.0,0.0,-17000000.0,-inf
AMED,Amedisys Inc,Amedisys Inc - Common Stock,Q,N,N,100,0.39929368498615914,1212380000.0,20757000.0,726940000.0,119346000.0,0.256833152923606
AMGN,Amgen Inc.,Amgen Inc. - Common Stock,Q,N,N,100,2.7263658826759403,59535000000.0,11415000000.0,21407000000.0,8394000000.0,0.31422902706547373
AMIC,American Independence Corp.,American Independence Corp. - Common Stock,G,N,N,100,0.0,321086000.0,7824000.0,18517000.0,3529000.0,0.01197306145990602
AMKR,"Amkor Technology, Inc.","Amkor Technology, Inc. - Common Stock",Q,N,N,100,0.697211972890555,4405930000.0,598753000.0,0.0,127092000.0,0.03338221469608584
AMNB,"American National Bankshares, Inc.","American National Bankshares, Inc. - Common Stock",Q,N,N,100,0.023471700941116225,2478550000.0,79582000.0,91730000.0,20906000.0,0.00906105048547224
AMOT,"Allied Motion Technologies, Inc.","Allied Motion Technologies, Inc. - Common Stock",G,N,N,100,0.94776582713895,305828000.0,13416000.0,115432000.0,17022000.0,0.09618035936263984
AMOV,"America Movil, S.A.B. de C.V.","America Movil, S.A.B. de C.V. - American Depositary Shares, each representing 20 A Shares",Q,N,N,100,0.0,75328000000.0,886947261.5582,7649853003.6361,2681948826.5306,0.04015422446638586
AMPH,"Amphastar Pharmaceuticals, Inc.","Amphastar Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,0.12359518153165201,586971000.0,73685000.0,41153000.0,48939000.0,0.1036551141309758
AMRB,American River Bankshares,American River Bankshares - Common Stock,Q,N,N,100,0.23519762631318675,720353000.0,17810000.0,0.0,5500000.0,0.007828702300072736
AMRI,"Albany Molecular Research, Inc.","Albany Molecular Research, Inc. - Common Stock",Q,N,N,100,1.9782570980654401,1242374000.0,42227000.0,407084000.0,-70171000.0,-0.08848099079139993
AMRK,A,"A-Mark Precious Metals, Inc. - Common Stock",Q,N,N,100,3.810457790844183,700942000.0,11558000.0,14375000.0,3277000.0,0.0048547500848136835
AMRN,Amarin Corporation plc,"Amarin Corporation plc - American Depositary Shares, each representing one Ordinary Share",G,N,N,100,0.11659081450454442,866937000.0,677111000.0,6996000.0,-116445000.0,-0.6369031340589619
AMRS,"Amyris, Inc.","Amyris, Inc. - Common Stock",Q,N,N,100,-0.3665888645187018,160966000.0,300000.0,0.0,-242767000.0,-1.5110041950381536
AMSC,American Superconductor Corporation,American Superconductor Corporation - Common Stock,Q,N,N,100,0.04777925566596249,117443000.0,52829000.0,4439000.0,26761000.0,0.44471956792687994
AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc. - Common Stock",Q,N,N,100,0.0,1492906000.0,43813000.0,0.0,92690000.0,0.06396414860881945
AMSG,Amsurg Corp.,Amsurg Corp. - Common Stock,Q,N,N,100,1.0802551534888334,6996939000.0,106058000.0,5979029000.0,162947000.0,0.17869895553225743
AMSGP,Amsurg Corp.,"Amsurg Corp. - 5.250% Mandatory Convertible Preferred Stock, Series A-1",Q,N,N,100,1.0802551534888334,6996939000.0,106058000.0,5979029000.0,162947000.0,0.17869895553225743
AMSWA,"American Software, Inc.","American Software, Inc. - Class A Common Stock",Q,N,N,100,0.019770706598034628,172692000.0,68809000.0,27332000.0,6803000.0,0.08886885866938381
AMTX,"Aemetis, Inc","Aemetis, Inc - Common Stock",G,N,N,100,-0.23092270619024174,99896000.0,656000.0,0.0,-39477000.0,-0.3977932285368803
AMWD,American Woodmark Corporation,American Woodmark Corporation - Common Stock,Q,N,N,100,0.8746483675112616,1593834000.0,47063000.0,770668000.0,83688000.0,0.10783104819849942
AMZN,"Amazon.com, Inc.","Amazon.com, Inc. - Common Stock",Q,N,N,100,0.39834031582339674,225248000000.0,36092000000.0,0.0,11588000000.0,0.06126160417856161
ANAC,"Anacor Pharmaceuticals, Inc.","Anacor Pharmaceuticals, Inc. - Common Stock",G,N,N,100,1.4052350619056164,164002000.0,24972000.0,0.0,-61248000.0,-0.44053801337840753
ANAD,"ANADIGICS, Inc.","ANADIGICS, Inc. - Common Stock",Q,N,D,100,0.22274691495522786,31836000.0,6966000.0,0.0,-23490000.0,-0.9445114595898673
ANAT,American National Insurance Company,American National Insurance Company - Common Stock,Q,N,D,100,0.026377899975441373,28597566000.0,452001000.0,0.0,620363000.0,0.022041234560400545
